"","date","normTitleCategory","clicks.sum"
"2685",2016-11-16,"engmech",2174
"2686",2016-11-16,"finance",5675
"2687",2016-11-16,"food",36756
"2688",2016-11-16,"hospitality",4233
"2689",2016-11-16,"hr",17144
"2690",2016-11-16,"install",43401
"2691",2016-11-16,"insurance",4824
"2692",2016-11-16,"legal",7624
"2693",2016-11-16,"management",74389
"2694",2016-11-16,"manufacturing",19613
"2695",2016-11-16,"marketing",15974
"2696",2016-11-16,"math",5590
"2697",2016-11-16,"meddental",4311
"2698",2016-11-16,"meddr",7155
"2699",2016-11-16,"media",8410
"2700",2016-11-16,"medinfo",13390
"2701",2016-11-16,"mednurse",43878
"2702",2016-11-16,"medtech",33361
"2703",2016-11-16,"military",405
"2704",2016-11-16,"mining",59
"2705",2016-11-16,"personal",2991
"2706",2016-11-16,"pharmacy",5498
"2707",2016-11-16,"project",12397
"2708",2016-11-16,"protective",16294
"2709",2016-11-16,"realestate",5671
"2710",2016-11-16,"retail",57770
"2711",2016-11-16,"sales",46682
"2712",2016-11-16,"sanitation",18650
"2713",2016-11-16,"science",10442
"2714",2016-11-16,"service",29804
"2715",2016-11-16,"socialscience",985
"2716",2016-11-16,"sports",3083
"2717",2016-11-16,"tech",165
"2718",2016-11-16,"techhelp",13351
"2719",2016-11-16,"techinfo",17809
"2720",2016-11-16,"techsoftware",27556
"2721",2016-11-16,"therapy",10481
"2722",2016-11-16,"transport",5576
"2723",2016-11-16,"uncategorized",24273
"2724",2016-11-16,"veterinary",4336
"2725",2016-11-16,"warehouse",37325
"2726",2016-11-16,NA,53197
"2727",2016-11-17,"accounting",27607
"2728",2016-11-17,"admin",70640
"2729",2016-11-17,"agriculture",431
"2730",2016-11-17,"arch",1366
"2731",2016-11-17,"arts",4969
"2732",2016-11-17,"aviation",761
"2733",2016-11-17,"care",9145
"2734",2016-11-17,"childcare",13117
"2735",2016-11-17,"construction",12388
"2736",2016-11-17,"customer",52888
"2737",2016-11-17,"driver",29887
"2738",2016-11-17,"education",23345
"2739",2016-11-17,"engchem",465
"2740",2016-11-17,"engcivil",1456
"2741",2016-11-17,"engelectric",2427
"2742",2016-11-17,"engid",5570
"2743",2016-11-17,"engmech",2132
"2744",2016-11-17,"finance",5633
"2745",2016-11-17,"food",34663
"2746",2016-11-17,"hospitality",3571
"2747",2016-11-17,"hr",15264
"2748",2016-11-17,"install",43396
"2749",2016-11-17,"insurance",5587
"2750",2016-11-17,"legal",8626
"2751",2016-11-17,"management",71238
"2752",2016-11-17,"manufacturing",18324
"2753",2016-11-17,"marketing",15870
"2754",2016-11-17,"math",5237
"2755",2016-11-17,"meddental",4177
"2756",2016-11-17,"meddr",6614
"2757",2016-11-17,"media",8181
"2758",2016-11-17,"medinfo",13337
"2759",2016-11-17,"mednurse",43197
"2760",2016-11-17,"medtech",31134
"2761",2016-11-17,"military",376
"2762",2016-11-17,"mining",25
"2763",2016-11-17,"personal",3076
"2764",2016-11-17,"pharmacy",5253
"2765",2016-11-17,"project",11197
"2766",2016-11-17,"protective",15352
"2767",2016-11-17,"realestate",5665
"2768",2016-11-17,"retail",56155
"2769",2016-11-17,"sales",43861
"2770",2016-11-17,"sanitation",17825
"2771",2016-11-17,"science",9406
"2772",2016-11-17,"service",26238
"2773",2016-11-17,"socialscience",1195
"2774",2016-11-17,"sports",2800
"2775",2016-11-17,"tech",140
"2776",2016-11-17,"techhelp",12447
"2777",2016-11-17,"techinfo",18255
"2778",2016-11-17,"techsoftware",24534
"2779",2016-11-17,"therapy",9823
"2780",2016-11-17,"transport",4541
"2781",2016-11-17,"uncategorized",25158
"2782",2016-11-17,"veterinary",4961
"2783",2016-11-17,"warehouse",35478
"2784",2016-11-17,NA,52560
"2785",2016-11-18,"accounting",23815
"2786",2016-11-18,"admin",61953
"2787",2016-11-18,"agriculture",342
"2788",2016-11-18,"arch",1033
"2789",2016-11-18,"arts",5068
"2790",2016-11-18,"aviation",637
"2791",2016-11-18,"care",8278
"2792",2016-11-18,"childcare",12067
"2793",2016-11-18,"construction",11499
"2794",2016-11-18,"customer",45805
"2795",2016-11-18,"driver",24595
"2796",2016-11-18,"education",20424
"2797",2016-11-18,"engchem",394
"2798",2016-11-18,"engcivil",1383
"2799",2016-11-18,"engelectric",2208
"2800",2016-11-18,"engid",5173
"2801",2016-11-18,"engmech",1748
"2802",2016-11-18,"finance",4549
"2803",2016-11-18,"food",30249
"2804",2016-11-18,"hospitality",2522
"2805",2016-11-18,"hr",15652
"2806",2016-11-18,"install",37661
"2807",2016-11-18,"insurance",5068
"2808",2016-11-18,"legal",7144
"2809",2016-11-18,"management",62154
"2810",2016-11-18,"manufacturing",16031
"2811",2016-11-18,"marketing",12293
"2812",2016-11-18,"math",4314
"2813",2016-11-18,"meddental",3761
"2814",2016-11-18,"meddr",5288
"2815",2016-11-18,"media",6837
"2816",2016-11-18,"medinfo",10464
"2817",2016-11-18,"mednurse",36756
"2818",2016-11-18,"medtech",27584
"2819",2016-11-18,"military",247
"2820",2016-11-18,"personal",2602
"2821",2016-11-18,"pharmacy",4788
"2822",2016-11-18,"project",9470
"2823",2016-11-18,"protective",11536
"2824",2016-11-18,"realestate",5287
"2825",2016-11-18,"retail",49369
"2826",2016-11-18,"sales",38820
"2827",2016-11-18,"sanitation",14914
"2828",2016-11-18,"science",8524
"2829",2016-11-18,"service",23630
"2830",2016-11-18,"socialscience",901
"2831",2016-11-18,"sports",2469
"2832",2016-11-18,"tech",210
"2833",2016-11-18,"techhelp",10937
"2834",2016-11-18,"techinfo",15722
"2835",2016-11-18,"techsoftware",22633
"2836",2016-11-18,"therapy",8823
"2837",2016-11-18,"transport",3851
"2838",2016-11-18,"uncategorized",22313
"2839",2016-11-18,"veterinary",4400
"2840",2016-11-18,"warehouse",30306
"2841",2016-11-18,NA,47988
"2842",2016-11-19,"accounting",17262
"2843",2016-11-19,"admin",51045
"2844",2016-11-19,"agriculture",440
"2845",2016-11-19,"arch",793
"2846",2016-11-19,"arts",3752
"2847",2016-11-19,"aviation",540
"2848",2016-11-19,"care",6553
"2849",2016-11-19,"childcare",10692
"2850",2016-11-19,"construction",9145
"2851",2016-11-19,"customer",35036
"2852",2016-11-19,"driver",21547
"2853",2016-11-19,"education",18522
"2854",2016-11-19,"engchem",366
"2855",2016-11-19,"engcivil",1289
"2856",2016-11-19,"engelectric",1734
"2857",2016-11-19,"engid",3964
"2858",2016-11-19,"engmech",1374
"2859",2016-11-19,"finance",4081
"2860",2016-11-19,"food",26278
"2861",2016-11-19,"hospitality",1893
"2862",2016-11-19,"hr",11273
"2863",2016-11-19,"install",31557
"2864",2016-11-19,"insurance",4136
"2865",2016-11-19,"legal",5822
"2866",2016-11-19,"management",51647
"2867",2016-11-19,"manufacturing",15494
"2868",2016-11-19,"marketing",10427
"2869",2016-11-19,"math",3414
"2870",2016-11-19,"meddental",2833
"2871",2016-11-19,"meddr",4891
"2872",2016-11-19,"media",5251
"2873",2016-11-19,"medinfo",8830
"2874",2016-11-19,"mednurse",33490
"2875",2016-11-19,"medtech",22892
"2876",2016-11-19,"military",244
"2877",2016-11-19,"mining",54
"2878",2016-11-19,"personal",2167
"2879",2016-11-19,"pharmacy",3950
"2880",2016-11-19,"project",7896
"2881",2016-11-19,"protective",11424
"2882",2016-11-19,"realestate",4401
"2883",2016-11-19,"retail",42538
"2884",2016-11-19,"sales",31638
"2885",2016-11-19,"sanitation",12366
"2886",2016-11-19,"science",7075
"2887",2016-11-19,"service",20766
"2888",2016-11-19,"socialscience",706
"2889",2016-11-19,"sports",2062
"2890",2016-11-19,"tech",165
"2891",2016-11-19,"techhelp",7893
"2892",2016-11-19,"techinfo",13150
"2893",2016-11-19,"techsoftware",17955
"2894",2016-11-19,"therapy",7276
"2895",2016-11-19,"transport",3371
"2896",2016-11-19,"uncategorized",18013
"2897",2016-11-19,"veterinary",3605
"2898",2016-11-19,"warehouse",23849
"2899",2016-11-19,NA,40747
"2900",2016-11-20,"accounting",21154
"2901",2016-11-20,"admin",57651
"2902",2016-11-20,"agriculture",319
"2903",2016-11-20,"arch",1006
"2904",2016-11-20,"arts",3791
"2905",2016-11-20,"aviation",591
"2906",2016-11-20,"care",8145
"2907",2016-11-20,"childcare",13265
"2908",2016-11-20,"construction",10091
"2909",2016-11-20,"customer",39615
"2910",2016-11-20,"driver",25867
"2911",2016-11-20,"education",21127
"2912",2016-11-20,"engchem",538
"2913",2016-11-20,"engcivil",1451
"2914",2016-11-20,"engelectric",1817
"2915",2016-11-20,"engid",4294
"2916",2016-11-20,"engmech",1684
"2917",2016-11-20,"finance",4270
"2918",2016-11-20,"food",33188
"2919",2016-11-20,"hospitality",2326
"2920",2016-11-20,"hr",12379
"2921",2016-11-20,"install",36593
"2922",2016-11-20,"insurance",4050
"2923",2016-11-20,"legal",6659
"2924",2016-11-20,"management",61184
"2925",2016-11-20,"manufacturing",16317
"2926",2016-11-20,"marketing",11751
"2927",2016-11-20,"math",4076
"2928",2016-11-20,"meddental",3729
"2929",2016-11-20,"meddr",5168
"2930",2016-11-20,"media",5933
"2931",2016-11-20,"medinfo",9839
"2932",2016-11-20,"mednurse",35250
"2933",2016-11-20,"medtech",25072
"2934",2016-11-20,"military",323
"2935",2016-11-20,"mining",63
"2936",2016-11-20,"personal",2923
"2937",2016-11-20,"pharmacy",4610
"2938",2016-11-20,"project",8727
"2939",2016-11-20,"protective",12807
"2940",2016-11-20,"realestate",4955
"2941",2016-11-20,"retail",49097
"2942",2016-11-20,"sales",37420
"2943",2016-11-20,"sanitation",14934
"2944",2016-11-20,"science",6991
"2945",2016-11-20,"service",23775
"2946",2016-11-20,"socialscience",800
"2947",2016-11-20,"sports",2484
"2948",2016-11-20,"tech",119
"2949",2016-11-20,"techhelp",8598
"2950",2016-11-20,"techinfo",13729
"2951",2016-11-20,"techsoftware",18305
"2952",2016-11-20,"therapy",7894
"2953",2016-11-20,"transport",4606
"2954",2016-11-20,"uncategorized",21986
"2955",2016-11-20,"veterinary",4243
"2956",2016-11-20,"warehouse",26885
"2957",2016-11-20,NA,48564
"2958",2016-11-21,"accounting",24230
"2959",2016-11-21,"admin",76208
"2960",2016-11-21,"agriculture",424
"2961",2016-11-21,"arch",1433
"2962",2016-11-21,"arts",4444
"2963",2016-11-21,"aviation",876
"2964",2016-11-21,"care",8629
"2965",2016-11-21,"childcare",13696
"2966",2016-11-21,"construction",12337
"2967",2016-11-21,"customer",48136
"2968",2016-11-21,"driver",30464
"2969",2016-11-21,"education",23635
"2970",2016-11-21,"engchem",489
"2971",2016-11-21,"engcivil",1891
"2972",2016-11-21,"engelectric",2127
"2973",2016-11-21,"engid",5934
"2974",2016-11-21,"engmech",1970
"2975",2016-11-21,"finance",5139
"2976",2016-11-21,"food",36210
"2977",2016-11-21,"hospitality",2949
"2978",2016-11-21,"hr",16865
"2979",2016-11-21,"install",43305
"2980",2016-11-21,"insurance",5436
"2981",2016-11-21,"legal",8329
"2982",2016-11-21,"management",70895
"2983",2016-11-21,"manufacturing",20630
"2984",2016-11-21,"marketing",13960
"2985",2016-11-21,"math",4942
"2986",2016-11-21,"meddental",4508
"2987",2016-11-21,"meddr",5538
"2988",2016-11-21,"media",7637
"2989",2016-11-21,"medinfo",11749
"2990",2016-11-21,"mednurse",40994
"2991",2016-11-21,"medtech",29850
"2992",2016-11-21,"military",284
"2993",2016-11-21,"mining",39
"2994",2016-11-21,"personal",2798
"2995",2016-11-21,"pharmacy",4435
"2996",2016-11-21,"project",11735
"2997",2016-11-21,"protective",16080
"2998",2016-11-21,"realestate",5793
"2999",2016-11-21,"retail",55764
"3000",2016-11-21,"sales",45580
"3001",2016-11-21,"sanitation",17683
"3002",2016-11-21,"science",8089
"3003",2016-11-21,"service",27438
"3004",2016-11-21,"socialscience",888
"3005",2016-11-21,"sports",2464
"3006",2016-11-21,"tech",161
"3007",2016-11-21,"techhelp",10733
"3008",2016-11-21,"techinfo",17537
"3009",2016-11-21,"techsoftware",24839
"3010",2016-11-21,"therapy",9638
"3011",2016-11-21,"transport",4932
"3012",2016-11-21,"uncategorized",24308
"3013",2016-11-21,"veterinary",4616
"3014",2016-11-21,"warehouse",34807
"3015",2016-11-21,NA,57838
"3016",2016-11-22,"accounting",24298
"3017",2016-11-22,"admin",69121
"3018",2016-11-22,"agriculture",731
"3019",2016-11-22,"arch",1129
"3020",2016-11-22,"arts",3984
"3021",2016-11-22,"aviation",948
"3022",2016-11-22,"care",8035
"3023",2016-11-22,"childcare",11667
"3024",2016-11-22,"construction",10906
"3025",2016-11-22,"customer",44200
"3026",2016-11-22,"driver",28648
"3027",2016-11-22,"education",22550
"3028",2016-11-22,"engchem",484
"3029",2016-11-22,"engcivil",1459
"3030",2016-11-22,"engelectric",2178
"3031",2016-11-22,"engid",5669
"3032",2016-11-22,"engmech",2004
"3033",2016-11-22,"finance",4963
"3034",2016-11-22,"food",32022
"3035",2016-11-22,"hospitality",2438
"3036",2016-11-22,"hr",15355
"3037",2016-11-22,"install",41405
"3038",2016-11-22,"insurance",5498
"3039",2016-11-22,"legal",7139
"3040",2016-11-22,"management",64444
"3041",2016-11-22,"manufacturing",19206
"3042",2016-11-22,"marketing",12162
"3043",2016-11-22,"math",4895
"3044",2016-11-22,"meddental",4147
"3045",2016-11-22,"meddr",6579
"3046",2016-11-22,"media",6316
"3047",2016-11-22,"medinfo",11527
"3048",2016-11-22,"mednurse",39189
"3049",2016-11-22,"medtech",28431
"3050",2016-11-22,"military",304
"3051",2016-11-22,"mining",31
"3052",2016-11-22,"personal",2677
"3053",2016-11-22,"pharmacy",4232
"3054",2016-11-22,"project",10671
"3055",2016-11-22,"protective",16194
"3056",2016-11-22,"realestate",5296
"3057",2016-11-22,"retail",49550
"3058",2016-11-22,"sales",42036
"3059",2016-11-22,"sanitation",17069
"3060",2016-11-22,"science",8024
"3061",2016-11-22,"service",26343
"3062",2016-11-22,"socialscience",993
"3063",2016-11-22,"sports",2265
"3064",2016-11-22,"tech",117
"3065",2016-11-22,"techhelp",9943
"3066",2016-11-22,"techinfo",17036
"3067",2016-11-22,"techsoftware",22824
"3068",2016-11-22,"therapy",9385
"3069",2016-11-22,"transport",4018
"3070",2016-11-22,"uncategorized",22023
"3071",2016-11-22,"veterinary",4237
"3072",2016-11-22,"warehouse",32301
"3073",2016-11-22,NA,49272
"3074",2016-11-23,"accounting",18997
"3075",2016-11-23,"admin",54981
"3076",2016-11-23,"agriculture",590
"3077",2016-11-23,"arch",1020
"3078",2016-11-23,"arts",3446
"3079",2016-11-23,"aviation",940
"3080",2016-11-23,"care",6636
"3081",2016-11-23,"childcare",10768
"3082",2016-11-23,"construction",8963
"3083",2016-11-23,"customer",33996
"3084",2016-11-23,"driver",22565
"3085",2016-11-23,"education",17687
"3086",2016-11-23,"engchem",306
"3087",2016-11-23,"engcivil",1504
"3088",2016-11-23,"engelectric",1892
"3089",2016-11-23,"engid",5009
"3090",2016-11-23,"engmech",1483
"3091",2016-11-23,"finance",3869
"3092",2016-11-23,"food",26248
"3093",2016-11-23,"hospitality",1894
"3094",2016-11-23,"hr",12927
"3095",2016-11-23,"install",34948
"3096",2016-11-23,"insurance",3933
"3097",2016-11-23,"legal",5741
"3098",2016-11-23,"management",52958
"3099",2016-11-23,"manufacturing",15431
"3100",2016-11-23,"marketing",9509
"3101",2016-11-23,"math",3852
"3102",2016-11-23,"meddental",3206
"3103",2016-11-23,"meddr",5329
"3104",2016-11-23,"media",5475
"3105",2016-11-23,"medinfo",9263
"3106",2016-11-23,"mednurse",33457
"3107",2016-11-23,"medtech",23488
"3108",2016-11-23,"military",186
"3109",2016-11-23,"mining",13
"3110",2016-11-23,"personal",2437
"3111",2016-11-23,"pharmacy",3611
"3112",2016-11-23,"project",8497
"3113",2016-11-23,"protective",12535
"3114",2016-11-23,"realestate",4081
"3115",2016-11-23,"retail",39664
"3116",2016-11-23,"sales",33296
"3117",2016-11-23,"sanitation",13884
"3118",2016-11-23,"science",7032
"3119",2016-11-23,"service",22060
"3120",2016-11-23,"socialscience",782
"3121",2016-11-23,"sports",2315
"3122",2016-11-23,"tech",154
"3123",2016-11-23,"techhelp",9120
"3124",2016-11-23,"techinfo",14634
"3125",2016-11-23,"techsoftware",19421
"3126",2016-11-23,"therapy",7488
"3127",2016-11-23,"transport",3124
"3128",2016-11-23,"uncategorized",18096
"3129",2016-11-23,"veterinary",4382
"3130",2016-11-23,"warehouse",25537
"3131",2016-11-23,NA,39580
"3132",2016-11-24,"accounting",12891
"3133",2016-11-24,"admin",38812
"3134",2016-11-24,"agriculture",293
"3135",2016-11-24,"arch",835
"3136",2016-11-24,"arts",2446
"3137",2016-11-24,"aviation",793
"3138",2016-11-24,"care",4799
"3139",2016-11-24,"childcare",7176
"3140",2016-11-24,"construction",6388
"3141",2016-11-24,"customer",23323
"3142",2016-11-24,"driver",17266
"3143",2016-11-24,"education",12486
"3144",2016-11-24,"engchem",246
"3145",2016-11-24,"engcivil",1248
"3146",2016-11-24,"engelectric",1480
"3147",2016-11-24,"engid",3771
"3148",2016-11-24,"engmech",1304
"3149",2016-11-24,"finance",2640
"3150",2016-11-24,"food",17376
"3151",2016-11-24,"hospitality",1208
"3152",2016-11-24,"hr",8969
"3153",2016-11-24,"install",25806
"3154",2016-11-24,"insurance",2986
"3155",2016-11-24,"legal",4193
"3156",2016-11-24,"management",38324
"3157",2016-11-24,"manufacturing",10375
"3158",2016-11-24,"marketing",6817
"3159",2016-11-24,"math",2955
"3160",2016-11-24,"meddental",2159
"3161",2016-11-24,"meddr",3559
"3162",2016-11-24,"media",4056
"3163",2016-11-24,"medinfo",6332
"3164",2016-11-24,"mednurse",26334
"3165",2016-11-24,"medtech",16231
"3166",2016-11-24,"military",153
"3167",2016-11-24,"mining",65
"3168",2016-11-24,"personal",1669
"3169",2016-11-24,"pharmacy",2968
"3170",2016-11-24,"project",5697
"3171",2016-11-24,"protective",8104
"3172",2016-11-24,"realestate",2700
"3173",2016-11-24,"retail",25864
"3174",2016-11-24,"sales",23435
"3175",2016-11-24,"sanitation",9758
"3176",2016-11-24,"science",5565
"3177",2016-11-24,"service",16023
"3178",2016-11-24,"socialscience",555
"3179",2016-11-24,"sports",1754
"3180",2016-11-24,"tech",77
"3181",2016-11-24,"techhelp",6991
"3182",2016-11-24,"techinfo",10562
"3183",2016-11-24,"techsoftware",13616
"3184",2016-11-24,"therapy",5636
"3185",2016-11-24,"transport",2475
"3186",2016-11-24,"uncategorized",14772
"3187",2016-11-24,"veterinary",2693
"3188",2016-11-24,"warehouse",17251
"3189",2016-11-24,NA,28321
"3190",2016-11-25,"accounting",15722
"3191",2016-11-25,"admin",50437
"3192",2016-11-25,"agriculture",319
"3193",2016-11-25,"arch",1040
"3194",2016-11-25,"arts",2924
"3195",2016-11-25,"aviation",769
"3196",2016-11-25,"care",6049
"3197",2016-11-25,"childcare",9482
"3198",2016-11-25,"construction",7993
"3199",2016-11-25,"customer",33495
"3200",2016-11-25,"driver",21017
"3201",2016-11-25,"education",16313
"3202",2016-11-25,"engchem",284
"3203",2016-11-25,"engcivil",1990
"3204",2016-11-25,"engelectric",1731
"3205",2016-11-25,"engid",3839
"3206",2016-11-25,"engmech",1524
"3207",2016-11-25,"finance",3544
"3208",2016-11-25,"food",26743
"3209",2016-11-25,"hospitality",1559
"3210",2016-11-25,"hr",10428
"3211",2016-11-25,"install",32195
"3212",2016-11-25,"insurance",3208
"3213",2016-11-25,"legal",5109
"3214",2016-11-25,"management",47522
"3215",2016-11-25,"manufacturing",13038
"3216",2016-11-25,"marketing",8585
"3217",2016-11-25,"math",3044
"3218",2016-11-25,"meddental",2722
"3219",2016-11-25,"meddr",4369
"3220",2016-11-25,"media",4628
"3221",2016-11-25,"medinfo",8346
"3222",2016-11-25,"mednurse",30643
"3223",2016-11-25,"medtech",20429
"3224",2016-11-25,"military",182
"3225",2016-11-25,"mining",86
"3226",2016-11-25,"personal",2205
"3227",2016-11-25,"pharmacy",3297
"3228",2016-11-25,"project",6580
"3229",2016-11-25,"protective",10384
"3230",2016-11-25,"realestate",3625
"3231",2016-11-25,"retail",35433
"3232",2016-11-25,"sales",29642
"3233",2016-11-25,"sanitation",13086
"3234",2016-11-25,"science",6513
"3235",2016-11-25,"service",19907
"3236",2016-11-25,"socialscience",596
"3237",2016-11-25,"sports",2012
"3238",2016-11-25,"tech",72
"3239",2016-11-25,"techhelp",7692
"3240",2016-11-25,"techinfo",11169
"3241",2016-11-25,"techsoftware",13636
"3242",2016-11-25,"therapy",6535
"3243",2016-11-25,"transport",3145
"3244",2016-11-25,"uncategorized",17907
"3245",2016-11-25,"veterinary",3654
"3246",2016-11-25,"warehouse",22588
"3247",2016-11-25,NA,37130
"3248",2016-11-26,"accounting",16236
"3249",2016-11-26,"admin",49464
"3250",2016-11-26,"agriculture",394
"3251",2016-11-26,"arch",940
"3252",2016-11-26,"arts",3525
"3253",2016-11-26,"aviation",753
"3254",2016-11-26,"care",6414
"3255",2016-11-26,"childcare",10284
"3256",2016-11-26,"construction",7969
"3257",2016-11-26,"customer",31871
"3258",2016-11-26,"driver",22893
"3259",2016-11-26,"education",17029
"3260",2016-11-26,"engchem",355
"3261",2016-11-26,"engcivil",1843
"3262",2016-11-26,"engelectric",1767
"3263",2016-11-26,"engid",3586
"3264",2016-11-26,"engmech",1421
"3265",2016-11-26,"finance",3453
"3266",2016-11-26,"food",26605
"3267",2016-11-26,"hospitality",2096
"3268",2016-11-26,"hr",10384
"3269",2016-11-26,"install",30792
"3270",2016-11-26,"insurance",3389
"3271",2016-11-26,"legal",5073
"3272",2016-11-26,"management",47181
"3273",2016-11-26,"manufacturing",12728
"3274",2016-11-26,"marketing",9238
"3275",2016-11-26,"math",3358
"3276",2016-11-26,"meddental",2809
"3277",2016-11-26,"meddr",4436
"3278",2016-11-26,"media",4496
"3279",2016-11-26,"medinfo",8175
"3280",2016-11-26,"mednurse",32390
"3281",2016-11-26,"medtech",21042
"3282",2016-11-26,"military",175
"3283",2016-11-26,"mining",91
"3284",2016-11-26,"personal",2649
"3285",2016-11-26,"pharmacy",3598
"3286",2016-11-26,"project",7354
"3287",2016-11-26,"protective",9603
"3288",2016-11-26,"realestate",3678
"3289",2016-11-26,"retail",37555
"3290",2016-11-26,"sales",29069
"3291",2016-11-26,"sanitation",12995
"3292",2016-11-26,"science",6161
"3293",2016-11-26,"service",21076
"3294",2016-11-26,"socialscience",686
"3295",2016-11-26,"sports",2053
"3296",2016-11-26,"tech",91
"3297",2016-11-26,"techhelp",7284
"3298",2016-11-26,"techinfo",11464
"3299",2016-11-26,"techsoftware",14784
"3300",2016-11-26,"therapy",6711
"3301",2016-11-26,"transport",2899
"3302",2016-11-26,"uncategorized",17450
"3303",2016-11-26,"veterinary",4101
"3304",2016-11-26,"warehouse",22939
"3305",2016-11-26,NA,36420
"3306",2016-11-27,"accounting",19672
"3307",2016-11-27,"admin",58487
"3308",2016-11-27,"agriculture",452
"3309",2016-11-27,"arch",1113
"3310",2016-11-27,"arts",3529
"3311",2016-11-27,"aviation",1075
"3312",2016-11-27,"care",7963
"3313",2016-11-27,"childcare",13598
"3314",2016-11-27,"construction",9185
"3315",2016-11-27,"customer",39578
"3316",2016-11-27,"driver",26918
"3317",2016-11-27,"education",20693
"3318",2016-11-27,"engchem",452
"3319",2016-11-27,"engcivil",2058
"3320",2016-11-27,"engelectric",1846
"3321",2016-11-27,"engid",4089
"3322",2016-11-27,"engmech",1440
"3323",2016-11-27,"finance",3807
"3324",2016-11-27,"food",31928
"3325",2016-11-27,"hospitality",2281
"3326",2016-11-27,"hr",13157
"3327",2016-11-27,"install",37720
"3328",2016-11-27,"insurance",4107
"3329",2016-11-27,"legal",6112
"3330",2016-11-27,"management",57798
"3331",2016-11-27,"manufacturing",15279
"3332",2016-11-27,"marketing",10799
"3333",2016-11-27,"math",4361
"3334",2016-11-27,"meddental",3434
"3335",2016-11-27,"meddr",5360
"3336",2016-11-27,"media",5162
"3337",2016-11-27,"medinfo",9519
"3338",2016-11-27,"mednurse",35527
"3339",2016-11-27,"medtech",24365
"3340",2016-11-27,"military",231
"3341",2016-11-27,"mining",92
"3342",2016-11-27,"personal",3339
"3343",2016-11-27,"pharmacy",4020
"3344",2016-11-27,"project",8231
"3345",2016-11-27,"protective",11967
"3346",2016-11-27,"realestate",4074
"3347",2016-11-27,"retail",46048
"3348",2016-11-27,"sales",36452
"3349",2016-11-27,"sanitation",16093
"3350",2016-11-27,"science",7450
"3351",2016-11-27,"service",24376
"3352",2016-11-27,"socialscience",730
"3353",2016-11-27,"sports",2846
"3354",2016-11-27,"tech",111
"3355",2016-11-27,"techhelp",8146
"3356",2016-11-27,"techinfo",13598
"3357",2016-11-27,"techsoftware",16283
"3358",2016-11-27,"therapy",8315
"3359",2016-11-27,"transport",3481
"3360",2016-11-27,"uncategorized",20621
"3361",2016-11-27,"veterinary",4584
"3362",2016-11-27,"warehouse",27757
"3363",2016-11-27,NA,45932
"3364",2016-11-28,"accounting",25323
"3365",2016-11-28,"admin",78298
"3366",2016-11-28,"agriculture",488
"3367",2016-11-28,"arch",1676
"3368",2016-11-28,"arts",4380
"3369",2016-11-28,"aviation",1052
"3370",2016-11-28,"care",11019
"3371",2016-11-28,"childcare",15152
"3372",2016-11-28,"construction",11965
"3373",2016-11-28,"customer",53713
"3374",2016-11-28,"driver",34369
"3375",2016-11-28,"education",23628
"3376",2016-11-28,"engchem",488
"3377",2016-11-28,"engcivil",2392
"3378",2016-11-28,"engelectric",2462
"3379",2016-11-28,"engid",6092
"3380",2016-11-28,"engmech",1992
"3381",2016-11-28,"finance",5406
"3382",2016-11-28,"food",38900
"3383",2016-11-28,"hospitality",2698
"3384",2016-11-28,"hr",18153
"3385",2016-11-28,"install",48059
"3386",2016-11-28,"insurance",5558
"3387",2016-11-28,"legal",8241
"3388",2016-11-28,"management",72439
"3389",2016-11-28,"manufacturing",20467
"3390",2016-11-28,"marketing",15434
"3391",2016-11-28,"math",4783
"3392",2016-11-28,"meddental",4296
"3393",2016-11-28,"meddr",6694
"3394",2016-11-28,"media",6891
"3395",2016-11-28,"medinfo",12733
"3396",2016-11-28,"mednurse",41971
"3397",2016-11-28,"medtech",30124
"3398",2016-11-28,"military",183
"3399",2016-11-28,"mining",80
"3400",2016-11-28,"personal",3970
"3401",2016-11-28,"pharmacy",4607
"3402",2016-11-28,"project",10839
"3403",2016-11-28,"protective",14777
"3404",2016-11-28,"realestate",6026
"3405",2016-11-28,"retail",56109
"3406",2016-11-28,"sales",46115
"3407",2016-11-28,"sanitation",19196
"3408",2016-11-28,"science",9686
"3409",2016-11-28,"service",28886
"3410",2016-11-28,"socialscience",716
"3411",2016-11-28,"sports",3080
"3412",2016-11-28,"tech",139
"3413",2016-11-28,"techhelp",11118
"3414",2016-11-28,"techinfo",20550
"3415",2016-11-28,"techsoftware",23106
"3416",2016-11-28,"therapy",10070
"3417",2016-11-28,"transport",5997
"3418",2016-11-28,"uncategorized",24238
"3419",2016-11-28,"veterinary",4750
"3420",2016-11-28,"warehouse",36114
"3421",2016-11-28,NA,54355
"3422",2016-11-29,"accounting",28338
"3423",2016-11-29,"admin",85316
"3424",2016-11-29,"agriculture",594
"3425",2016-11-29,"arch",2194
"3426",2016-11-29,"arts",5617
"3427",2016-11-29,"aviation",1330
"3428",2016-11-29,"care",11660
"3429",2016-11-29,"childcare",13465
"3430",2016-11-29,"construction",12160
"3431",2016-11-29,"customer",51404
"3432",2016-11-29,"driver",32211
"3433",2016-11-29,"education",25364
"3434",2016-11-29,"engchem",533
"3435",2016-11-29,"engcivil",2393
"3436",2016-11-29,"engelectric",2163
"3437",2016-11-29,"engid",6102
"3438",2016-11-29,"engmech",2274
"3439",2016-11-29,"finance",5898
