"","stateProvince","normTitleCategory","mean.estimatedSalary"
"810","ID","socialscience",65900
"811","ID","sports",34623.5668789809
"812","ID","tech",46400
"813","ID","techhelp",63603.373015873
"814","ID","techinfo",75253.0751708428
"815","ID","techsoftware",78105.6932966024
"816","ID","therapy",56704.0490797546
"817","ID","transport",51758.2089552239
"818","ID","uncategorized",29779.8693586698
"819","ID","veterinary",27337.5939849624
"820","ID","warehouse",23587.263681592
"821","ID",NA,33763.0828025478
"822","IL","accounting",61868.6227695401
"823","IL","admin",36890.637799883
"824","IL","agriculture",42651.1029411765
"825","IL","arch",74486.3924050633
"826","IL","arts",47334.8900038595
"827","IL","aviation",44264.3962848297
"828","IL","care",23734.0036195455
"829","IL","childcare",27250.2621179127
"830","IL","construction",33435.716545397
"831","IL","customer",29443.3322916202
"832","IL","driver",38995.3403963116
"833","IL","education",44623.0862771326
"834","IL","engchem",94171.3235294118
"835","IL","engcivil",77237.2602739726
"836","IL","engelectric",71006.3
"837","IL","engid",85744.5451886517
"838","IL","engmech",78520.2464788732
"839","IL","finance",69216.8842224745
"840","IL","food",26242.5140276447
"841","IL","hospitality",28179.9145299145
"842","IL","hr",60821.6748768473
"843","IL","install",36809.208320634
"844","IL","insurance",53807.8125
"845","IL","legal",78739.7132616488
"846","IL","management",65791.6994916709
"847","IL","manufacturing",32450.007308873
"848","IL","marketing",57507.5913675306
"849","IL","math",78940.9997475385
"850","IL","meddental",42652.6401299756
"851","IL","meddr",114614.592703648
"852","IL","media",51954.9189189189
"853","IL","medinfo",38705.9975767367
"854","IL","mednurse",54384.3238465618
"855","IL","medtech",41694.2170199304
"856","IL","military",37175.5905511811
"857","IL","mining",29181.6901408451
"858","IL","personal",41495.438108484
"859","IL","pharmacy",41107.5233022636
"860","IL","project",80084.3754045307
"861","IL","protective",31294.9126213592
"862","IL","realestate",56508.0785029667
"863","IL","retail",28227.5447100117
"864","IL","sales",54800.6943820897
"865","IL","sanitation",24103.5010224949
"866","IL","science",62630.3240168192
"867","IL","service",41139.1935483871
"868","IL","socialscience",53578.2978723404
"869","IL","sports",36054.6417759839
"870","IL","tech",38700
"871","IL","techhelp",66314.755351682
"872","IL","techinfo",77400.1410768869
"873","IL","techsoftware",96574.6126740869
"874","IL","therapy",59774.3043145264
"875","IL","transport",48624.2096838736
"876","IL","uncategorized",39105.3158305173
"877","IL","veterinary",34140.9090909091
"878","IL","warehouse",24716.8259053722
"879","IL",NA,43184.3470461322
"880","IN","accounting",52517.211328976
"881","IN","admin",32978.6576614605
"882","IN","agriculture",40282.2006472492
"883","IN","arch",51723.8938053097
"884","IN","arts",39970.893970894
"885","IN","aviation",41744.0154440154
"886","IN","care",24578.1176470588
"887","IN","childcare",27130.3269003545
"888","IN","construction",31239.0296264491
"889","IN","customer",26270.2060078047
"890","IN","driver",38801.2933968686
"891","IN","education",38042.0815933183
"892","IN","engchem",84874.5454545455
"893","IN","engcivil",70159.8765432099
"894","IN","engelectric",77615.36
"895","IN","engid",81665.6054027979
"896","IN","engmech",83109.3090211132
"897","IN","finance",54952.1683673469
"898","IN","food",24496.2397893742
"899","IN","hospitality",30880.0422386484
"900","IN","hr",54446.5177895534
"901","IN","install",36348.0873401463
"902","IN","insurance",43652.5891829689
"903","IN","legal",65627.3722627737
"904","IN","management",51704.7701397896
"905","IN","manufacturing",28501.6529830323
"906","IN","marketing",49495.2860411899
"907","IN","math",65348.6725663717
"908","IN","meddental",52836.9733447979
"909","IN","meddr",142283.494208494
"910","IN","media",36680.216802168
"911","IN","medinfo",34262.8505348367
"912","IN","mednurse",51330.1093872084
"913","IN","medtech",39298.1877942614
"914","IN","military",35326.3565891473
"915","IN","mining",28136.1445783133
"916","IN","personal",37808.2906857728
"917","IN","pharmacy",37516.2382445141
"918","IN","project",73860.4462474645
"919","IN","protective",28268.7879756956
"920","IN","realestate",43020.5500381971
"921","IN","retail",27383.5645786574
"922","IN","sales",49340.5753576227
"923","IN","sanitation",24117.1106412967
"924","IN","science",46818.1512605042
"925","IN","service",37828.4749377888
"926","IN","socialscience",54824.2677824268
"927","IN","sports",34010.327198364
"928","IN","tech",36369.4915254237
"929","IN","techhelp",58015.6376226197
"930","IN","techinfo",65996.0796139928
"931","IN","techsoftware",86505.2023121387
"932","IN","therapy",56492.6233766234
"933","IN","transport",41704.4239631336
"934","IN","uncategorized",30791.8414918415
"935","IN","veterinary",28865.3107344633
"936","IN","warehouse",23729.3962967021
"937","IN",NA,40854.2303989732
"938","KS","accounting",57113.2097334878
"939","KS","admin",33520.9892316116
"940","KS","agriculture",31897.5806451613
"941","KS","arch",62521.9298245614
"942","KS","arts",45446.9642857143
"943","KS","aviation",32110.3773584906
"944","KS","care",25118.2352941176
"945","KS","childcare",27631.2681510165
"946","KS","construction",32638.9802631579
"947","KS","customer",27934.3852956477
"948","KS","driver",37546.3046461478
"949","KS","education",42329.1279069767
"950","KS","engchem",68741.9047619048
"951","KS","engcivil",68379.746835443
"952","KS","engelectric",80250.4761904762
"953","KS","engid",75611.0328638498
"954","KS","engmech",74466.9117647059
"955","KS","finance",47900.8012820513
"956","KS","food",25037.1726045225
"957","KS","hospitality",27880.0904977376
"958","KS","hr",48910.8717948718
"959","KS","install",36407.8793515812
"960","KS","insurance",45651.8640350877
"961","KS","legal",62971.6287215412
"962","KS","management",56916.4467005076
"963","KS","manufacturing",30959.4745667971
"964","KS","marketing",50247.0127326151
"965","KS","math",69476.6283524904
"966","KS","meddental",46374.7252747253
"967","KS","meddr",114134.985422741
"968","KS","media",45504.5801526718
"969","KS","medinfo",36915.2597402597
"970","KS","mednurse",50016.1627906977
"971","KS","medtech",36256.8657874321
"972","KS","military",45828.0701754386
"973","KS","personal",35475.2083333333
"974","KS","pharmacy",44870.5128205128
"975","KS","project",64990.1916572717
"976","KS","protective",32435.1081530782
"977","KS","realestate",41291.3112164297
"978","KS","retail",27046.2809025154
"979","KS","sales",49088.0633802817
"980","KS","sanitation",24256.9644947327
"981","KS","science",46744.0408626561
"982","KS","service",41322.7887215141
"983","KS","socialscience",53862.5
"984","KS","sports",40268.6460807601
"985","KS","techhelp",56139.9312714777
"986","KS","techinfo",65476.8124625524
"987","KS","techsoftware",78803.9329091961
"988","KS","therapy",58008.700265252
"989","KS","transport",27793.7219730942
"990","KS","uncategorized",30112.4401913876
"991","KS","veterinary",31096.5587044534
"992","KS","warehouse",24474.6167835801
"993","KS",NA,40488.2434461254
"994","KY","accounting",54490.6319045515
"995","KY","admin",32235.7447393756
"996","KY","agriculture",50258.7628865979
"997","KY","arch",62797.7611940299
"998","KY","arts",45927.7477477477
"999","KY","aviation",45299.0384615385
"1000","KY","care",22899.6116504854
"1001","KY","childcare",26518.4397163121
"1002","KY","construction",31206.2754212667
"1003","KY","customer",24753.8915808601
"1004","KY","driver",40471.3157894737
"1005","KY","education",44705.6963912914
"1006","KY","engchem",72470.7692307692
"1007","KY","engcivil",51382.2085889571
"1008","KY","engelectric",65947.2527472527
"1009","KY","engid",75233.6575875486
"1010","KY","engmech",73215.2272727273
"1011","KY","finance",48143.6
"1012","KY","food",25165.3304732538
"1013","KY","hospitality",31554.3209876543
"1014","KY","hr",53028.7679083095
"1015","KY","install",36696.6599481716
"1016","KY","insurance",45337.3776908024
"1017","KY","legal",75564.2857142857
"1018","KY","management",50535.3651468315
"1019","KY","manufacturing",32180.376552795
"1020","KY","marketing",47938.1203801478
"1021","KY","math",58796.336996337
"1022","KY","meddental",49631.8339100346
"1023","KY","meddr",126803.933054393
"1024","KY","media",42487.3638344227
"1025","KY","medinfo",38848.7684729064
"1026","KY","mednurse",53520.6135428358
"1027","KY","medtech",39447.4401473297
"1028","KY","military",41377.7777777778
"1029","KY","personal",36362.4309392265
"1030","KY","pharmacy",41859.9348534202
"1031","KY","project",69887.1941272431
"1032","KY","protective",28088.0051314945
"1033","KY","realestate",46148.6288848263
"1034","KY","retail",26439.4220756682
"1035","KY","sales",46643.9629990263
"1036","KY","sanitation",24380.9853733641
"1037","KY","science",48948.8372093023
"1038","KY","service",38715.876089061
"1039","KY","socialscience",78797.2222222222
"1040","KY","sports",41288.4773662551
"1041","KY","tech",50200
"1042","KY","techhelp",56125.3043478261
"1043","KY","techinfo",65112.8043282236
"1044","KY","techsoftware",85131.6844082655
"1045","KY","therapy",57325.9361997226
"1046","KY","transport",42744.8222565688
"1047","KY","uncategorized",27742.3076923077
"1048","KY","veterinary",29076.0233918129
"1049","KY","warehouse",23321.8590240124
"1050","KY",NA,37658.2149046794
"1051","LA","accounting",54943.0160692213
"1052","LA","admin",38246.2293189688
"1053","LA","agriculture",31449.4117647059
"1054","LA","arch",54364.1860465116
"1055","LA","arts",37985.9950859951
"1056","LA","aviation",32204.5454545455
"1057","LA","care",24891.3770913771
"1058","LA","childcare",28218.5902118335
"1059","LA","construction",34181.7150063052
"1060","LA","customer",24913.7965260546
"1061","LA","driver",40987.2399648403
"1062","LA","education",46598.9309210526
"1063","LA","engchem",58241.2903225806
"1064","LA","engcivil",77337.1428571429
"1065","LA","engelectric",91206.6666666667
"1066","LA","engid",77761.2759643917
"1067","LA","engmech",77979.0322580645
"1068","LA","finance",41663.3663366337
"1069","LA","food",25701.077090645
"1070","LA","hospitality",30046.1805555556
"1071","LA","hr",52269.1434468524
"1072","LA","install",37930.5124286059
"1073","LA","insurance",41923.7580993521
"1074","LA","legal",57985.7777777778
"1075","LA","management",48680.8171443506
"1076","LA","manufacturing",33932.3218997361
"1077","LA","marketing",45803.514739229
"1078","LA","math",63304.8109965636
"1079","LA","meddental",53945.3608247423
"1080","LA","meddr",139944.987775061
"1081","LA","media",42306.9204152249
"1082","LA","medinfo",39873.8934733683
"1083","LA","mednurse",54382.3197744664
"1084","LA","medtech",43394.5226321795
"1085","LA","military",45336
"1086","LA","mining",32399.3103448276
"1087","LA","personal",33318.0375180375
"1088","LA","pharmacy",43353.3762057878
"1089","LA","project",76796.4523281596
"1090","LA","protective",37624.7582205029
"1091","LA","realestate",52712.462006079
"1092","LA","retail",26747.1092842463
"1093","LA","sales",49251.7086204472
"1094","LA","sanitation",22847.0005824112
"1095","LA","science",48665.9478885894
"1096","LA","service",40576.6507828455
"1097","LA","socialscience",47116.0975609756
"1098","LA","sports",50495.3964194373
"1099","LA","techhelp",56643.3918128655
"1100","LA","techinfo",59496.3761018609
"1101","LA","techsoftware",87446.6397849462
"1102","LA","therapy",57401.6960208741
"1103","LA","transport",35615.1241534989
"1104","LA","uncategorized",33241.5844225127
"1105","LA","veterinary",26765.89958159
"1106","LA","warehouse",25394.5230488361
"1107","LA",NA,39345.6615626227
"1108","MA","accounting",62290.4435378873
"1109","MA","admin",38435.7285075882
"1110","MA","agriculture",30865.9090909091
"1111","MA","arch",66365.5586334257
"1112","MA","arts",54176.5880217786
"1113","MA","aviation",39269.9248120301
"1114","MA","care",26783.4759710336
"1115","MA","childcare",27515.9264152861
"1116","MA","construction",35991.467107074
"1117","MA","customer",31812.4728113105
"1118","MA","driver",35300.8247858729
"1119","MA","education",44433.3604998642
"1120","MA","engchem",61873.0538922156
"1121","MA","engcivil",77713.5860979463
"1122","MA","engelectric",79058.9540412044
"1123","MA","engid",88613.6789689514
"1124","MA","engmech",86350.1110288675
"1125","MA","finance",65358.1650570676
"1126","MA","food",27114.5941807044
"1127","MA","hospitality",34519.868852459
"1128","MA","hr",65257.5674439872
"1129","MA","install",38795.929352397
"1130","MA","insurance",62707.3466476462
"1131","MA","legal",73386.7888918846
"1132","MA","management",71545.3484955336
"1133","MA","manufacturing",33982.5671559125
"1134","MA","marketing",63542.2114803625
"1135","MA","math",84776.6827980642
"1136","MA","meddental",48778.5246617198
"1137","MA","meddr",119025.529303467
"1138","MA","media",54424.1146040589
"1139","MA","medinfo",47289.3606005695
"1140","MA","mednurse",54882.9592752795
"1141","MA","medtech",45869.8220371072
"1142","MA","military",49611.4285714286
"1143","MA","personal",37050.2406159769
"1144","MA","pharmacy",46817.1974522293
"1145","MA","project",78095.7966764418
"1146","MA","protective",33482.7181936604
"1147","MA","realestate",57002.9556650246
"1148","MA","retail",30342.8067078553
"1149","MA","sales",58457.7270149023
"1150","MA","sanitation",25306.5493062808
"1151","MA","science",66731.1716513671
"1152","MA","service",38001.5637095526
"1153","MA","socialscience",54937.0656370656
"1154","MA","sports",36994.1271551724
"1155","MA","tech",35610.2564102564
"1156","MA","techhelp",70648.4942638623
"1157","MA","techinfo",79212.2421195937
"1158","MA","techsoftware",99330.1763628035
"1159","MA","therapy",58771.6461093345
"1160","MA","transport",64189.886039886
"1161","MA","uncategorized",42715.6810631229
"1162","MA","veterinary",32716.0137752906
"1163","MA","warehouse",26461.1501671084
"1164","MA",NA,46476.2824469051
"1165","MD","accounting",59387.2700729927
"1166","MD","admin",38680.1938146797
"1167","MD","agriculture",25037.5
"1168","MD","arch",61800.2751031637
"1169","MD","arts",51480.7826694619
"1170","MD","aviation",86278.0701754386
"1171","MD","care",25397.418817652
"1172","MD","childcare",27076.9356419471
"1173","MD","construction",38879.2263173926
"1174","MD","customer",28182.2254616132
"1175","MD","driver",37266.7083428052
"1176","MD","education",43173.3579817312
"1177","MD","engchem",81176.3888888889
"1178","MD","engcivil",77779.4117647059
"1179","MD","engelectric",76532.4095458045
"1180","MD","engid",88223.7638161722
"1181","MD","engmech",80152.76816609
"1182","MD","finance",67330.5749596991
"1183","MD","food",26718.5406041585
"1184","MD","hospitality",29037.0235934664
"1185","MD","hr",58136.2777411558
"1186","MD","install",39769.5366722941
"1187","MD","insurance",51707.7828054299
"1188","MD","legal",66046.4834653004
"1189","MD","management",62579.6635514019
"1190","MD","manufacturing",35807.9576399395
"1191","MD","marketing",51708.4158415842
"1192","MD","math",73144.1199077633
"1193","MD","meddental",42515.7935887412
"1194","MD","meddr",107014.243323442
"1195","MD","media",46953.5405872193
"1196","MD","medinfo",41762.1964886066
"1197","MD","mednurse",56205.4526015681
"1198","MD","medtech",42787.6669557676
"1199","MD","military",58117.3410404624
"1200","MD","personal",38179.9813780261
"1201","MD","pharmacy",44030.9007232084
"1202","MD","project",76481.9626168224
"1203","MD","protective",39810.6965174129
"1204","MD","realestate",49498.4306340239
"1205","MD","retail",27510.9047228407
"1206","MD","sales",51345.2106518283
"1207","MD","sanitation",23484.5972495088
"1208","MD","science",62425.4772206668
"1209","MD","service",40355.5751844539
"1210","MD","socialscience",62338.5579937304
"1211","MD","sports",36631.061452514
"1212","MD","tech",44128.2051282051
"1213","MD","techhelp",67841.9698870765
"1214","MD","techinfo",76196.8532442217
"1215","MD","techsoftware",92627.5715155204
"1216","MD","therapy",60847.1654373024
"1217","MD","transport",43097.4562798092
"1218","MD","uncategorized",42224.7085264784
"1219","MD","veterinary",28119.5534506089
"1220","MD","warehouse",26491.5538964069
"1221","MD",NA,45366.1223165522
"1222","ME","accounting",50210.0917431193
"1223","ME","admin",32940.5320108206
"1224","ME","agriculture",21700
"1225","ME","arch",67200
"1226","ME","arts",52766.1818181818
"1227","ME","aviation",70688.3720930233
"1228","ME","care",24961.7408906883
"1229","ME","childcare",26459.9539700806
"1230","ME","construction",29871.1842105263
"1231","ME","customer",26057.0612866388
"1232","ME","driver",37554.8780487805
"1233","ME","education",38335.6962025316
"1234","ME","engchem",57750
"1235","ME","engcivil",80863.5359116022
"1236","ME","engelectric",29700
"1237","ME","engid",63392.2829581994
"1238","ME","finance",43576.6917293233
"1239","ME","food",24344.2049613664
"1240","ME","hospitality",33230.8080808081
"1241","ME","hr",54855.8510638298
"1242","ME","install",33613.5135135135
"1243","ME","insurance",52661.3259668508
"1244","ME","legal",46216.1971830986
"1245","ME","management",47262.9588014981
"1246","ME","manufacturing",31027.3495248152
"1247","ME","marketing",49397.4418604651
"1248","ME","math",43413.0081300813
"1249","ME","meddental",45579.2531120332
"1250","ME","meddr",144900.854700855
"1251","ME","media",47627.3631840796
"1252","ME","medinfo",42359.7151576806
"1253","ME","mednurse",62131.3710302091
"1254","ME","medtech",41605.805637358
"1255","ME","military",55862.5
"1256","ME","mining",30400
"1257","ME","personal",37487.5776397516
"1258","ME","pharmacy",40506.9832402235
"1259","ME","project",74560.9154929577
"1260","ME","protective",28216.3561076605
"1261","ME","realestate",65041.1764705882
"1262","ME","retail",25795.3982300885
"1263","ME","sales",47598.3216237315
"1264","ME","sanitation",24076.6565349544
"1265","ME","science",41214.950166113
"1266","ME","service",33601.6435541859
"1267","ME","socialscience",48800
"1268","ME","sports",43652.6132404181
"1269","ME","tech",56800
"1270","ME","techhelp",53141.1042944785
"1271","ME","techinfo",71379.2828685259
"1272","ME","techsoftware",86843.9728353141
"1273","ME","therapy",42202.9842012873
"1274","ME","transport",27231.5068493151
"1275","ME","uncategorized",30734.1892883346
"1276","ME","veterinary",27263.2558139535
"1277","ME","warehouse",23476.6057748969
"1278","ME",NA,40045.4344080729
"1279","MI","accounting",54019.0430391921
"1280","MI","admin",34043.2028047998
"1281","MI","agriculture",40064.7058823529
"1282","MI","arch",66794.6212952799
"1283","MI","arts",50363.4840871022
"1284","MI","aviation",56798.6301369863
"1285","MI","care",23454.4531108289
"1286","MI","childcare",26400.0673038094
"1287","MI","construction",30344.6524452184
"1288","MI","customer",27973.2618343195
"1289","MI","driver",36907.2290799973
"1290","MI","education",39382.5305810398
"1291","MI","engchem",67806.4516129032
"1292","MI","engcivil",72734.8130841121
"1293","MI","engelectric",76120.7382224381
"1294","MI","engid",78863.4141372988
"1295","MI","engmech",77869.5500218436
"1296","MI","finance",48880.0354400473
"1297","MI","food",24943.9831374553
"1298","MI","hospitality",27540.2448979592
"1299","MI","hr",53299.468537415
"1300","MI","install",35903.1926201503
"1301","MI","insurance",47011.8800461361
"1302","MI","legal",70383.2711774108
"1303","MI","management",57411.1026863085
"1304","MI","manufacturing",30272.9098306864
"1305","MI","marketing",45695.4761904762
"1306","MI","math",67724.9522597072
"1307","MI","meddental",47300.3705419176
"1308","MI","meddr",108171.036475262
"1309","MI","media",38626.1392949269
"1310","MI","medinfo",37955.6626506024
"1311","MI","mednurse",51377.0541560075
"1312","MI","medtech",37879.5426642112
"1313","MI","military",38131.25
"1314","MI","mining",99000
"1315","MI","personal",40301.0684798446
"1316","MI","pharmacy",39353.7076271186
"1317","MI","project",75333.4044570887
"1318","MI","protective",26764.9625267666
"1319","MI","realestate",48819.8497854077
"1320","MI","retail",28841.12772907
"1321","MI","sales",49886.3059930456
"1322","MI","sanitation",22796.0755577268
"1323","MI","science",51498.8764044944
"1324","MI","service",40248.4030624082
"1325","MI","socialscience",57778.75
"1326","MI","sports",34873.6329588015
"1327","MI","tech",42716.6666666667
"1328","MI","techhelp",61565.3144568473
"1329","MI","techinfo",72061.9688809096
"1330","MI","techsoftware",85109.04628331
"1331","MI","therapy",55615.7029950083
"1332","MI","transport",41094.9708840656
"1333","MI","uncategorized",38512.3848810437
"1334","MI","veterinary",31125.1814223512
"1335","MI","warehouse",25203.3217218214
"1336","MI",NA,40333.5146658825
"1337","MN","accounting",53694.928044928
"1338","MN","admin",33183.2574031891
"1339","MN","agriculture",52496.062992126
"1340","MN","arch",60055.3571428571
"1341","MN","arts",42960.1694915254
"1342","MN","aviation",32354.5454545455
"1343","MN","care",24356.767822736
"1344","MN","childcare",27023.3202320794
"1345","MN","construction",32621.5644820296
"1346","MN","customer",29529.1560102302
"1347","MN","driver",34233.3611574847
"1348","MN","education",39409.485190409
"1349","MN","engchem",61203.9106145251
"1350","MN","engcivil",78060.0638977636
"1351","MN","engelectric",77519.6319018405
"1352","MN","engid",82669.8838606328
"1353","MN","engmech",70235.8974358974
"1354","MN","finance",57451.8472135254
"1355","MN","food",25472.9556909652
"1356","MN","hospitality",29230.3597122302
"1357","MN","hr",59256.2894609034
"1358","MN","install",36265.6757715502
"1359","MN","insurance",52142.8345209818
"1360","MN","legal",70055.5667506297
"1361","MN","management",59357.7367798962
"1362","MN","manufacturing",30550.6393362616
"1363","MN","marketing",57287.4582737244
"1364","MN","math",76141.3687436159
"1365","MN","meddental",46021.2780898876
"1366","MN","meddr",124847.764849969
"1367","MN","media",54833.0294530154
"1368","MN","medinfo",35171.411142741
"1369","MN","mednurse",48649.1695374016
"1370","MN","medtech",39610.007960878
"1371","MN","military",49613.2075471698
"1372","MN","mining",27862.962962963
"1373","MN","personal",39446.6389054134
"1374","MN","pharmacy",42924.5747800587
"1375","MN","project",73669.1760989734
"1376","MN","protective",32686.5538316878
"1377","MN","realestate",52289.4425675676
"1378","MN","retail",27577.0011755905
"1379","MN","sales",51888.9117969203
"1380","MN","sanitation",23160.8673641579
"1381","MN","science",53920.0255102041
"1382","MN","service",33130.4047384008
"1383","MN","socialscience",59520.9213051823
"1384","MN","sports",34680.5825242718
"1385","MN","tech",36282.6086956522
"1386","MN","techhelp",64223.6424085704
"1387","MN","techinfo",75410.2759134974
"1388","MN","techsoftware",92705.2394845611
"1389","MN","therapy",60109.4864479315
"1390","MN","transport",46940.642303433
"1391","MN","uncategorized",33769.6119402985
"1392","MN","veterinary",30108.0745341615
"1393","MN","warehouse",24545.5968919237
"1394","MN",NA,39167.8289933154
"1395","MO","accounting",55572.546728972
"1396","MO","admin",35768.6843730698
"1397","MO","agriculture",39429.9212598425
"1398","MO","arch",76119.1176470588
"1399","MO","arts",56895.8981612447
"1400","MO","aviation",49030.5
"1401","MO","care",24691.2857612627
"1402","MO","childcare",26666.7291910903
"1403","MO","construction",36094.3778801843
"1404","MO","customer",27730.9647250178
"1405","MO","driver",36960.6952399763
"1406","MO","education",39575.0652968832
"1407","MO","engchem",85935.1851851852
"1408","MO","engcivil",81275.8318739054
"1409","MO","engelectric",76206.7466266867
"1410","MO","engid",71762.3293903549
"1411","MO","engmech",73616.9971671388
"1412","MO","finance",57540.8960915157
"1413","MO","food",24268.4885666481
"1414","MO","hospitality",30164.1025641026
"1415","MO","hr",55284.7472657405
"1416","MO","install",36587.060593626
"1417","MO","insurance",45554.169202678
"1418","MO","legal",60622.2303741746
"1419","MO","management",52134.9549347814
"1420","MO","manufacturing",31139.6171958074
"1421","MO","marketing",49858.7962962963
"1422","MO","math",75450.7692307692
"1423","MO","meddental",51042.6728110599
"1424","MO","meddr",122084.265927978
"1425","MO","media",42290.3002309469
"1426","MO","medinfo",39386.4485981308
"1427","MO","mednurse",52882.066072365
"1428","MO","medtech",41173.5477898635
"1429","MO","military",36026.6666666667
"1430","MO","mining",59312.987012987
"1431","MO","personal",35776.8187422935
"1432","MO","pharmacy",47634.5788473718
"1433","MO","project",75571.3812520702
"1434","MO","protective",31304.2019543974
"1435","MO","realestate",41920.4291845494
"1436","MO","retail",26747.804743519
"1437","MO","sales",48436.0430666956
"1438","MO","sanitation",24533.5738651273
"1439","MO","science",50913.4036733099
"1440","MO","service",39491.534304896
"1441","MO","socialscience",50127.2151898734
"1442","MO","sports",30158.4183673469
"1443","MO","tech",47475.7009345794
"1444","MO","techhelp",57544.9674149167
"1445","MO","techinfo",71675.0146627566
"1446","MO","techsoftware",87781.7339901478
"1447","MO","therapy",61757.8383977901
"1448","MO","transport",42151.8837459634
"1449","MO","uncategorized",32900.2682763246
"1450","MO","veterinary",35451.1904761905
"1451","MO","warehouse",25257.762082814
"1452","MO",NA,39929.0780524668
"1453","MP","admin",26000
"1454","MP","food",37600
"1455","MP","hospitality",17700
"1456","MP","install",41600
"1457","MP","legal",67300
"1458","MP","media",50000
"1459","MP","retail",19400
"1460","MP","techhelp",86300
"1461","MP",NA,67300
"1462","MS","accounting",48643.3139534884
"1463","MS","admin",32248.3985765125
"1464","MS","agriculture",39400
"1465","MS","arch",82117.0212765957
"1466","MS","arts",48026.3157894737
"1467","MS","care",25695.5782312925
"1468","MS","childcare",26908.9630931459
"1469","MS","construction",33352.5669642857
"1470","MS","customer",27226.2160228898
"1471","MS","driver",45493.2307183052
"1472","MS","education",43555.9482758621
"1473","MS","engchem",32900
"1474","MS","engcivil",46571.4285714286
"1475","MS","engelectric",59708.0536912752
"1476","MS","engid",72010.4722792608
"1477","MS","engmech",74325
"1478","MS","finance",54662.2047244095
"1479","MS","food",23569.9742268041
"1480","MS","hospitality",25291.2087912088
"1481","MS","hr",47739.9759903962
"1482","MS","install",35358.9538297305
"1483","MS","insurance",49498.4674329502
"1484","MS","legal",59171.875
"1485","MS","management",44044.781033915
"1486","MS","manufacturing",32879.0964777948
"1487","MS","marketing",41781.4479638009
"1488","MS","math",71589.7196261682
"1489","MS","meddental",55304.7619047619
"1490","MS","meddr",119338.076923077
"1491","MS","media",35815.5405405405
"1492","MS","medinfo",39150.9536784741
"1493","MS","mednurse",47682.6202196138
"1494","MS","medtech",42125.395256917
"1495","MS","military",40180.612244898
"1496","MS","personal",27437.0242214533
"1497","MS","pharmacy",34304.4233807267
"1498","MS","project",71066.5551839465
"1499","MS","protective",29025.7617728532
"1500","MS","realestate",60862.0689655172
"1501","MS","retail",25674.0700515884
"1502","MS","sales",45710.6344410876
"1503","MS","sanitation",22584.3453510436
"1504","MS","science",48139.7790055249
"1505","MS","service",42582.890625
"1506","MS","socialscience",83115.0684931507
"1507","MS","sports",41060.7407407407
"1508","MS","techhelp",66134.4761904762
"1509","MS","techinfo",79443.7994722955
"1510","MS","techsoftware",76146.218487395
"1511","MS","therapy",62988.630259624
"1512","MS","transport",26787.9069767442
"1513","MS","uncategorized",28591.6556873079
"1514","MS","veterinary",26013.3333333333
"1515","MS","warehouse",24798.4108967083
"1516","MS",NA,38685.1944792974
"1517","MT","accounting",41739.2033542977
"1518","MT","admin",32170.1863354037
"1519","MT","agriculture",64683.8235294118
"1520","MT","arch",46300
"1521","MT","arts",45753.1468531469
"1522","MT","care",20405.2631578947
"1523","MT","childcare",27186.7954911433
"1524","MT","construction",31750.2209131075
"1525","MT","customer",22949.1707317073
"1526","MT","driver",39029.0790427846
"1527","MT","education",43866.2773722628
"1528","MT","engcivil",71104.7945205479
"1529","MT","engelectric",67500
"1530","MT","engid",47720
"1531","MT","finance",51043.0555555556
"1532","MT","food",25078.6798679868
"1533","MT","hospitality",34662.5
"1534","MT","hr",62700
"1535","MT","install",36256.6086065574
"1536","MT","insurance",39975.5
"1537","MT","legal",76056.9672131148
"1538","MT","management",47424.3801652893
"1539","MT","manufacturing",37582.2695035461
"1540","MT","marketing",42011.7283950617
"1541","MT","math",55235.7142857143
"1542","MT","meddental",32421.4814814815
"1543","MT","meddr",139844.901315789
"1544","MT","media",41509.8591549296
"1545","MT","medinfo",41137.552742616
"1546","MT","mednurse",58525.874388868
"1547","MT","medtech",44541.4868105516
"1548","MT","military",44293.5483870968
"1549","MT","personal",27921.1009174312
"1550","MT","pharmacy",48900.8902077151
"1551","MT","project",76549.8599439776
"1552","MT","protective",32889.5833333333
"1553","MT","realestate",51213.7254901961
"1554","MT","retail",26955.2365547918
"1555","MT","sales",44237.9926108374
"1556","MT","sanitation",23692.868852459
"1557","MT","science",28749.3670886076
"1558","MT","service",41034.036939314
"1559","MT","socialscience",109931.25
"1560","MT","sports",29889.7435897436
"1561","MT","techhelp",39750.641025641
"1562","MT","techinfo",48235.3846153846
"1563","MT","techsoftware",96397.4789915966
"1564","MT","therapy",60146.4
"1565","MT","transport",35007.9365079365
"1566","MT","uncategorized",25663.9030612245
"1567","MT","veterinary",29014.4329896907
"1568","MT","warehouse",23658.6800573888
"1569","MT",NA,38876.3894069377
"1570","NC","accounting",58000.5928202876
"1571","NC","admin",36856.676952865
"1572","NC","agriculture",47118.9944134078
"1573","NC","arch",60727.3869346734
"1574","NC","arts",56460.5866666667
"1575","NC","aviation",65310
"1576","NC","care",23487.2635933806
"1577","NC","childcare",26967.5709563433
"1578","NC","construction",33782.8963795256
"1579","NC","customer",28010.8900121569
"1580","NC","driver",39355.6986253698
"1581","NC","education",42726.2087087087
"1582","NC","engchem",65462.3529411765
